txn_id,utr_ref,date,time,from_account_no,from_account_name,from_bank,to_account_no,to_account_name,to_bank,amount,mode
TXN00618,UTR953807939098,2024-08-08,23:40:21,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68826141830,Suresh Kumar Jain,Axis Bank,22000,NEFT
TXN00881,UTR179416154827,2024-08-09,08:33:45,79909315319,Pranay Dutta Roy,Axis Bank,42679916140,Imran Sheikh,HDFC Bank,1200,NEFT
TXN00270,UTR714001969449,2024-08-09,15:54:19,64733283579,Nikhil Sharma,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN01034,UTR433127686169,2024-08-09,16:49:45,64281559570,Rohan Kapoor,HDFC Bank,35244533458,Sanjay Bhardwaj,Punjab National Bank,1200,Cash Withdrawal
TXN00625,UTR223730250580,2024-08-09,23:05:02,68826141830,Suresh Kumar Jain,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN01476,UTR670581748224,2024-08-10,06:21:53,08198427361,Amit Verma,SBI,64733283579,Nikhil Sharma,Punjab National Bank,27157,IMPS
TXN01475,UTR303226316048,2024-08-10,07:46:38,94695183670,Vivek Malhotra,Axis Bank,08198427361,Amit Verma,SBI,32000,UPI
TXN01202,UTR644510732153,2024-08-10,15:20:45,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00530,UTR370103694524,2024-08-10,17:16:09,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,IMPS
TXN00489,UTR328759781553,2024-08-11,06:14:57,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,90413217740,Pappu Solanki,Kotak Mahindra Bank,18000,NEFT
TXN01370,UTR506027468281,2024-08-11,07:54:53,38708135078,Irfan Ali,Axis Bank,05606834229,Lakhan Singh Bhatti,SBI,4000,Cash Withdrawal
TXN00507,UTR374677863231,2024-08-11,16:30:40,82760561101,Guddi Bai,SBI,24798510995,Rustam Ali,Bank of Baroda,500,NEFT
TXN00519,UTR567096042591,2024-08-12,12:02:28,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,82760561101,Guddi Bai,SBI,35000,NEFT
TXN01040,UTR418021278142,2024-08-12,17:12:45,86831863542,Neha Agarwal,Axis Bank,32412415786,Rakesh Kumar,SBI,2500,Cash Withdrawal
TXN00285,UTR497866955627,2024-08-12,19:01:50,08198427361,Amit Verma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN01386,UTR187708550551,2024-08-12,22:52:17,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68815550998,Poonam Chawla,Punjab National Bank,45000,NEFT
TXN01213,UTR291009694294,2024-08-13,08:57:40,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN00599,UTR102561207071,2024-08-13,09:27:30,49471531912,Mahesh Chand Gupta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00934,UTR625321620242,2024-08-13,11:51:21,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN00925,UTR988867890297,2024-08-13,14:13:05,43588299843,Kavya Reddy,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN01401,UTR198972314945,2024-08-13,17:31:50,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,45000,NEFT
TXN01372,UTR654628365806,2024-08-13,20:27:00,38708135078,Irfan Ali,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN01274,UTR230177746550,2024-08-14,08:43:19,52365451928,Farhana Begum,Kotak Mahindra Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,500,NEFT
TXN00587,UTR956397762682,2024-08-14,09:29:04,24798510995,Rustam Ali,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN01092,UTR866417438099,2024-08-14,10:22:25,93902439957,Aditya Rathore,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00655,UTR809590607478,2024-08-14,20:15:49,69705333835,Priya Singh,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN01258,UTR919462582408,2024-08-14,21:28:59,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64162634588,Rajesh Sinha,SBI,18000,NEFT
TXN00053,UTR756406692496,2024-08-15,08:09:06,68040380973,Sunil Malik,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00048,UTR987411056219,2024-08-15,08:20:17,68040380973,Sunil Malik,ICICI Bank,88481678051,Munna Tyagi,Punjab National Bank,4000,IMPS
TXN00825,UTR811163567784,2024-08-15,13:08:57,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,36247945967,Rekha Devi,Bank of Baroda,35000,NEFT
TXN00872,UTR849360566447,2024-08-15,18:36:58,94695183670,Vivek Malhotra,Axis Bank,68826141830,Suresh Kumar Jain,Axis Bank,4000,UPI
TXN00344,UTR797251394473,2024-08-16,09:08:38,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,16568651026,Bhola Prasad,ICICI Bank,45000,NEFT
TXN01232,UTR873066938999,2024-08-16,17:24:28,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN00063,UTR540604441015,2024-08-16,19:18:06,18633362450,Ajay Yadav,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00389,UTR339793833223,2024-08-16,22:49:40,05606834229,Lakhan Singh Bhatti,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Deposit
TXN00029,UTR900096242970,2024-08-17,17:45:57,68040380973,Sunil Malik,ICICI Bank,42679916140,Imran Sheikh,HDFC Bank,2500,RTGS
TXN00602,UTR336977631544,2024-08-17,21:49:25,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,22000,NEFT
TXN00954,UTR582649012342,2024-08-18,14:03:23,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,NEFT
TXN00106,UTR622858044500,2024-08-19,06:49:00,55933722348,Vikas Tomar,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,IMPS
TXN00280,UTR258689930271,2024-08-19,14:51:43,08198427361,Amit Verma,SBI,94695183670,Vivek Malhotra,Axis Bank,1200,NEFT
TXN00540,UTR621562217732,2024-08-20,10:52:36,44396022575,Chandu Meena,Axis Bank,79909315319,Pranay Dutta Roy,Axis Bank,2500,RTGS
TXN01142,UTR976635975606,2024-08-20,11:07:13,09094330418,Karan Malhotra,HDFC Bank,43588299843,Kavya Reddy,HDFC Bank,2500,NEFT
TXN00836,UTR746719651864,2024-08-20,16:18:49,36247945967,Rekha Devi,Bank of Baroda,69705333835,Priya Singh,SBI,4000,Cash Withdrawal
TXN00739,UTR807883498391,2024-08-20,17:13:20,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,78264257436,Naveen Kumar Sharma,SBI,60000,NEFT
TXN01209,UTR919970492393,2024-08-20,20:09:05,65117077513,Abid Khan,Kotak Mahindra Bank,79909315319,Pranay Dutta Roy,Axis Bank,1200,Cash Deposit
TXN00045,UTR746525395339,2024-08-20,20:42:46,68040380973,Sunil Malik,ICICI Bank,68815550998,Poonam Chawla,Punjab National Bank,4000,Cash Withdrawal
TXN00016,UTR645712163642,2024-08-21,12:21:49,32412415786,Rakesh Kumar,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN00247,UTR178741284222,2024-08-21,13:20:01,64733283579,Nikhil Sharma,Punjab National Bank,24798510995,Rustam Ali,Bank of Baroda,1200,UPI
TXN00177,UTR226620719337,2024-08-21,13:34:43,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,43686792403,Salman Qureshi,SBI,45000,NEFT
TXN00288,UTR127368602991,2024-08-21,19:22:31,08198427361,Amit Verma,SBI,44760461844,Farhan Ahmed,Punjab National Bank,1200,Cash Withdrawal
TXN00800,UTR386068886039,2024-08-22,07:50:19,35244533458,Sanjay Bhardwaj,Punjab National Bank,35059071685,Sunita Rawat,HDFC Bank,7500,NEFT
TXN00212,UTR800144529829,2024-08-22,21:42:55,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65580053757,Kavita Devi,Bank of Baroda,35000,NEFT
TXN00743,UTR271612666422,2024-08-22,23:13:46,78264257436,Naveen Kumar Sharma,SBI,68815550998,Poonam Chawla,Punjab National Bank,2500,Cash Deposit
TXN00531,UTR755833929250,2024-08-23,15:46:30,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,IMPS
TXN00866,UTR354731833772,2024-08-23,17:44:29,94695183670,Vivek Malhotra,Axis Bank,55933722348,Vikas Tomar,ICICI Bank,7500,RTGS
TXN00592,UTR951729159116,2024-08-23,20:01:03,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,60000,NEFT
TXN00221,UTR986439485995,2024-08-24,10:04:53,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65580053757,Kavita Devi,Bank of Baroda,60000,NEFT
TXN00253,UTR727401169597,2024-08-24,13:54:09,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64733283579,Nikhil Sharma,Punjab National Bank,35000,NEFT
TXN01343,UTR500460542153,2024-08-24,18:46:03,35059071685,Sunita Rawat,HDFC Bank,41492355953,Arjun Mehta,ICICI Bank,4000,Cash Deposit
TXN00807,UTR635123685964,2024-08-24,18:56:56,35244533458,Sanjay Bhardwaj,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN00249,UTR785519380888,2024-08-25,22:18:04,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64733283579,Nikhil Sharma,Punjab National Bank,35000,NEFT
TXN00080,UTR154611690189,2024-08-26,10:00:38,55933722348,Vikas Tomar,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,IMPS
TXN00486,UTR558785417269,2024-08-26,12:28:35,90413217740,Pappu Solanki,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN01369,UTR135612392130,2024-08-26,15:41:15,38708135078,Irfan Ali,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN00670,UTR512688357330,2024-08-27,09:00:28,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,18056893044,Ramesh Chandra Pandey,Punjab National Bank,35000,NEFT
TXN00788,UTR713824744814,2024-08-27,15:12:19,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,35244533458,Sanjay Bhardwaj,Punjab National Bank,35000,NEFT
TXN00644,UTR306031423197,2024-08-27,23:53:01,69705333835,Priya Singh,SBI,54219677717,Deepak Chaudhary,ICICI Bank,500,IMPS
TXN00521,UTR260920316837,2024-08-29,09:18:12,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,NEFT
TXN01283,UTR737524223454,2024-08-29,12:33:53,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,52365451928,Farhana Begum,Kotak Mahindra Bank,18000,NEFT
TXN00682,UTR358021504519,2024-08-29,12:34:59,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN00340,UTR667099006106,2024-08-30,23:17:17,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,16568651026,Bhola Prasad,ICICI Bank,22000,NEFT
TXN00180,UTR931321848319,2024-08-31,17:09:43,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,43686792403,Salman Qureshi,SBI,18000,NEFT
TXN00580,UTR100240631718,2024-08-31,23:41:54,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,24798510995,Rustam Ali,Bank of Baroda,45000,NEFT
TXN01094,UTR416057629597,2024-09-01,10:07:11,93902439957,Aditya Rathore,Axis Bank,42679916140,Imran Sheikh,HDFC Bank,1200,NEFT
TXN00420,UTR645952594650,2024-09-01,10:35:26,05606834229,Lakhan Singh Bhatti,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN01109,UTR530172459071,2024-09-01,11:35:11,93902439957,Aditya Rathore,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN00546,UTR275167375430,2024-09-01,21:10:14,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN01103,UTR544590521261,2024-09-01,23:13:28,93902439957,Aditya Rathore,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN00216,UTR431196822460,2024-09-02,06:15:05,65580053757,Kavita Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00378,UTR586599305702,2024-09-02,13:13:02,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,80450816830,Chhotu Ansari,SBI,45000,NEFT
TXN00958,UTR582126461533,2024-09-02,23:47:17,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,NEFT
TXN01376,UTR964113059549,2024-09-03,09:25:42,68815550998,Poonam Chawla,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,IMPS
TXN00050,UTR277828978520,2024-09-03,13:34:17,68040380973,Sunil Malik,ICICI Bank,55933722348,Vikas Tomar,ICICI Bank,2500,IMPS
TXN01228,UTR252780813528,2024-09-03,16:52:04,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65117077513,Abid Khan,Kotak Mahindra Bank,18000,NEFT
TXN00182,UTR656745451405,2024-09-03,20:34:22,43686792403,Salman Qureshi,SBI,82760561101,Guddi Bai,SBI,4000,Cash Withdrawal
TXN01287,UTR965396107997,2024-09-04,09:30:15,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,52365451928,Farhana Begum,Kotak Mahindra Bank,18000,NEFT
TXN01380,UTR539344876759,2024-09-04,10:19:15,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68815550998,Poonam Chawla,Punjab National Bank,45000,NEFT
TXN00024,UTR955027675445,2024-09-04,11:32:29,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68040380973,Sunil Malik,ICICI Bank,45000,NEFT
TXN00892,UTR419910295418,2024-09-04,11:42:01,79909315319,Pranay Dutta Roy,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00037,UTR374428708722,2024-09-04,15:50:27,68040380973,Sunil Malik,ICICI Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,1200,Cash Deposit
TXN00295,UTR450025772224,2024-09-04,17:13:01,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,08198427361,Amit Verma,SBI,18000,NEFT
TXN01474,UTR449879294146,2024-09-05,06:00:56,08198427361,Amit Verma,SBI,64733283579,Nikhil Sharma,Punjab National Bank,184142,IMPS
TXN01481,UTR536993304811,2024-09-05,11:23:39,52365451928,Farhana Begum,Kotak Mahindra Bank,08198427361,Amit Verma,SBI,210000,UPI
TXN00184,UTR282967674774,2024-09-05,12:49:16,43686792403,Salman Qureshi,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN00254,UTR728464125874,2024-09-05,14:00:25,64733283579,Nikhil Sharma,Punjab National Bank,35244533458,Sanjay Bhardwaj,Punjab National Bank,7500,NEFT
TXN01482,UTR655582231532,2024-09-05,19:26:06,08198427361,Amit Verma,SBI,64733283579,Nikhil Sharma,Punjab National Bank,166148,IMPS
TXN01150,UTR209350647112,2024-09-05,22:47:51,09094330418,Karan Malhotra,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN01473,UTR400966198771,2024-09-05,23:57:09,65117077513,Abid Khan,Kotak Mahindra Bank,08198427361,Amit Verma,SBI,210000,UPI
TXN00223,UTR745666704340,2024-09-06,06:16:22,65580053757,Kavita Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN00698,UTR373379657593,2024-09-06,07:59:21,41992454521,Anita Rani,Axis Bank,64162634588,Rajesh Sinha,SBI,1200,UPI
TXN00188,UTR320226350266,2024-09-06,12:44:44,43686792403,Salman Qureshi,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN00622,UTR473438247439,2024-09-06,15:29:24,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68826141830,Suresh Kumar Jain,Axis Bank,18000,NEFT
TXN00168,UTR706114319884,2024-09-07,09:31:19,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,54219677717,Deepak Chaudhary,ICICI Bank,60000,NEFT
TXN00824,UTR345614116580,2024-09-07,14:07:56,36247945967,Rekha Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Deposit
TXN01307,UTR464535571143,2024-09-08,08:01:42,76092570588,Deepak Yadav,SBI,55933722348,Vikas Tomar,ICICI Bank,7500,Cash Deposit
TXN01261,UTR670254139198,2024-09-08,11:47:49,64162634588,Rajesh Sinha,SBI,42679916140,Imran Sheikh,HDFC Bank,2500,Cash Deposit
TXN01225,UTR603212036805,2024-09-08,18:35:39,65117077513,Abid Khan,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN01306,UTR894330102191,2024-09-08,20:53:01,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,76092570588,Deepak Yadav,SBI,18000,NEFT
TXN00251,UTR599795693522,2024-09-09,07:49:05,64733283579,Nikhil Sharma,Punjab National Bank,16568651026,Bhola Prasad,ICICI Bank,2500,IMPS
TXN00119,UTR647083570774,2024-09-09,14:38:45,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,42679916140,Imran Sheikh,HDFC Bank,18000,NEFT
TXN01459,UTR323500368550,2024-09-10,08:40:20,43686792403,Salman Qureshi,SBI,65580053757,Kavita Devi,Bank of Baroda,90000,Cash Deposit
TXN00335,UTR750192541806,2024-09-10,10:07:46,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,16568651026,Bhola Prasad,ICICI Bank,60000,NEFT
TXN00345,UTR610843878618,2024-09-10,12:09:48,16568651026,Bhola Prasad,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN01396,UTR838497860653,2024-09-10,19:44:58,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68815550998,Poonam Chawla,Punjab National Bank,18000,NEFT
TXN00438,UTR637379044601,2024-09-11,10:32:33,88481678051,Munna Tyagi,Punjab National Bank,35059071685,Sunita Rawat,HDFC Bank,4000,UPI
TXN00047,UTR222907075960,2024-09-11,12:21:36,68040380973,Sunil Malik,ICICI Bank,32412415786,Rakesh Kumar,SBI,500,Cash Withdrawal
TXN00894,UTR893208923822,2024-09-11,13:57:20,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,79909315319,Pranay Dutta Roy,Axis Bank,45000,NEFT
TXN00332,UTR252486441349,2024-09-11,14:09:27,16568651026,Bhola Prasad,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN00819,UTR804984272516,2024-09-11,21:22:51,36247945967,Rekha Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00318,UTR298227821563,2024-09-12,16:32:47,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,38037979360,Rohit Bansal,ICICI Bank,45000,NEFT
TXN00099,UTR733241484959,2024-09-12,18:32:34,55933722348,Vikas Tomar,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,IMPS
TXN01108,UTR254394465532,2024-09-12,19:45:06,93902439957,Aditya Rathore,Axis Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,7500,NEFT
TXN00684,UTR807847502621,2024-09-13,07:48:32,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00478,UTR618977657683,2024-09-13,09:17:30,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,90413217740,Pappu Solanki,Kotak Mahindra Bank,60000,NEFT
TXN00062,UTR710770243722,2024-09-13,10:46:23,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,18633362450,Ajay Yadav,HDFC Bank,60000,NEFT
TXN00484,UTR735113111991,2024-09-13,14:59:46,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,90413217740,Pappu Solanki,Kotak Mahindra Bank,22000,NEFT
TXN00085,UTR204451828766,2024-09-13,20:18:31,55933722348,Vikas Tomar,ICICI Bank,94695183670,Vivek Malhotra,Axis Bank,2500,Cash Deposit
TXN01461,UTR237201002974,2024-09-13,21:14:40,65580053757,Kavita Devi,Bank of Baroda,99323421683,Tanvi Joshi,HDFC Bank,32660,UPI
TXN00589,UTR435554460970,2024-09-13,23:21:02,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,24798510995,Rustam Ali,Bank of Baroda,22000,NEFT
TXN00313,UTR661896639162,2024-09-14,09:38:38,38037979360,Rohit Bansal,ICICI Bank,86831863542,Neha Agarwal,Axis Bank,500,RTGS
TXN01302,UTR376010202511,2024-09-14,12:55:55,76092570588,Deepak Yadav,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Deposit
TXN00026,UTR906610882564,2024-09-14,14:45:07,68040380973,Sunil Malik,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN01462,UTR535943932471,2024-09-14,19:10:31,65580053757,Kavita Devi,Bank of Baroda,52365451928,Farhana Begum,Kotak Mahindra Bank,21417,UPI
TXN00674,UTR409069834416,2024-09-15,11:03:15,18056893044,Ramesh Chandra Pandey,Punjab National Bank,08198427361,Amit Verma,SBI,2500,Cash Withdrawal
TXN01460,UTR611137963789,2024-09-15,11:39:00,65580053757,Kavita Devi,Bank of Baroda,64281559570,Rohan Kapoor,HDFC Bank,35923,UPI
TXN00784,UTR893601840510,2024-09-15,17:23:29,35244533458,Sanjay Bhardwaj,Punjab National Bank,94695183670,Vivek Malhotra,Axis Bank,1200,NEFT
TXN00042,UTR638520663184,2024-09-15,18:44:44,68040380973,Sunil Malik,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN00808,UTR280195954947,2024-09-15,21:25:55,35244533458,Sanjay Bhardwaj,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,UPI
TXN01407,UTR768142353497,2024-09-15,23:16:08,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,45000,NEFT
TXN00442,UTR809531723746,2024-09-16,23:31:36,88481678051,Munna Tyagi,Punjab National Bank,76092570588,Deepak Yadav,SBI,2500,Cash Deposit
TXN00786,UTR209708897327,2024-09-17,09:05:08,35244533458,Sanjay Bhardwaj,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN00648,UTR742998430347,2024-09-17,14:59:07,69705333835,Priya Singh,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00121,UTR840440201160,2024-09-17,15:04:08,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,42679916140,Imran Sheikh,HDFC Bank,45000,NEFT
TXN01140,UTR887967482652,2024-09-18,19:29:47,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,71327117523,Ishita Bose,SBI,60000,NEFT
TXN00809,UTR946431394025,2024-09-19,10:20:26,35244533458,Sanjay Bhardwaj,Punjab National Bank,38037979360,Rohit Bansal,ICICI Bank,2500,UPI
TXN01422,UTR261759733127,2024-09-19,10:23:39,18633362450,Ajay Yadav,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,15000,Cash Deposit
